id,80244507
jobId,80244506
appointmentNumber,18398-1
start,2023-08-03T12:30:00Z
arrivalWindowStart,2023-08-03T12:00:00Z
arrivalWindowEnd,2023-08-03T13:00:00Z
status,Done
specialInstructions,
createdOn,2023-08-01T14:32:02.9114493Z
modifiedOn,2023-08-03T13:34:02.2961752Z
customerId,32206179
_end,2023-08-03T14:30:00Z
