id,80240645
jobId,80208646
appointmentId,80208647
technicianId,1946346
dispatchedOn,2023-08-01T02:05:00Z
arrivedOn,2023-08-01T02:05:00Z
canceledOn,null
doneOn,2023-08-01T02:06:00Z
createdOn,2023-08-01T02:05:40.0738257Z
modifiedOn,2023-08-01T02:06:27.4597182Z
